estilo_link,nome,estilo_texto,qnt,Field4,Page_URL,Page_Title,Current_Time
Não Informada,"Sônia Katherine
			","
			Não Informada 
			
			
				66 músicas
			
			","
				66 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonia-katherine,Sônia Katherine - cifras e tablaturas | CIFRAS,2021-07-26 17:16:21.779
Novelas,"Soul II Soul
			","
			Novelas 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/soul-ii-soul,Soul II Soul - cifras e tablaturas | CIFRAS,2021-07-26 17:16:22.603
Não Informada,"Sônia Katherine
			","
			Não Informada 
			
			
				66 músicas
			
			","
				66 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonia-katherine,Sônia Katherine - cifras e tablaturas | CIFRAS,2021-07-26 17:16:22.185
Novelas,"Soul II Soul
			","
			Novelas 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/soul-ii-soul,Soul II Soul - cifras e tablaturas | CIFRAS,2021-07-26 17:16:23.169
,,,,,https://www.cifras.com.br/skinner,Skinner - cifras e tablaturas | CIFRAS,2021-07-26 17:16:24.342
Pop Music,"Sky Sailing
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/838/83750,173911.jpg",https://www.cifras.com.br/sky-sailing,Sky Sailing - cifras e tablaturas | CIFRAS,2021-07-26 17:16:24.038
Não Informada,"Avey Tare And Kria Brekkan
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avey-tare-and-kria-brekkan,Avey Tare And Kria Brekkan - cifras e tablaturas | CIFRAS,2021-07-26 17:16:23.803
,,"
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ryan-beaver,Ryan Beaver - cifras e tablaturas | CIFRAS,2021-07-26 17:16:23.670
Pop Music,"Ronan Keating
			","
			Pop Music 
			
			
				43 músicas
			
			","
				43 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/38/3710,139133.jpg",https://www.cifras.com.br/ronan-keating,Ronan Keating - cifras e tablaturas | CIFRAS,2021-07-26 17:16:23.831
Não Informada,"Avey Tare And Kria Brekkan
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-paineros,Los Painêros - cifras e tablaturas | CIFRAS,2021-07-26 17:16:24.903
Não Informada,"Rufus
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rufus,Rufus - cifras e tablaturas | CIFRAS,2021-07-26 17:16:25.807
,,"
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pilar-cabrera,Pilar Cabrera - cifras e tablaturas | CIFRAS,2021-07-26 17:16:25.641
Não Informada,"Rufus
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rufus,Rufus - cifras e tablaturas | CIFRAS,2021-07-26 17:16:26.701
Não Informada,"Ryan Higa
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ryan-higa,Ryan Higa - cifras e tablaturas | CIFRAS,2021-07-26 17:16:26.655
Não Informada,"Ryan Higa
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ryan-higa,Ryan Higa - cifras e tablaturas | CIFRAS,2021-07-26 17:16:26.981
Gospel,"Ronaldo Lima
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronaldo-lima,Ronaldo Lima - cifras e tablaturas | CIFRAS,2021-07-26 17:16:28.558
Não Informada,"Los Paladines
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-paladines,Los Paladines - cifras e tablaturas | CIFRAS,2021-07-26 17:16:29.409
Diversos,"Arjan Brass
			","
			Diversos 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arjan-brass,Arjan Brass - cifras e tablaturas | CIFRAS,2021-07-26 17:16:29.584
Gospel,"Ronaldo Lima
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",,https://www.cifras.com.br/ronaldo-rodrigues,Ronaldo Rodrigues - cifras e tablaturas | CIFRAS,2021-07-26 17:16:29.363
Não Informada,"Dzenan Loncarevic
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dzenan-loncarevic,Dzenan Loncarevic - cifras e tablaturas | CIFRAS,2021-07-26 17:16:28.986
Não Informada,"Run the Jewels
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/run-the-jewels,Run the Jewels - cifras e tablaturas | CIFRAS,2021-07-26 17:16:29.852
Diversos,"Arjan Brass
			","
			Diversos 
			
			
				1 músicas
			
			",,,https://www.cifras.com.br/arkells,Arkells - cifras e tablaturas | CIFRAS,2021-07-26 17:16:30.299
Não Informada,"Run the Jewels
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/run-the-jewels,Run the Jewels - cifras e tablaturas | CIFRAS,2021-07-26 17:16:30.397
Não Informada,"Los Paladines
			",,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pr-alex-raniere,Pr. Alex Raniere - cifras e tablaturas | CIFRAS,2021-07-26 17:16:31.398
Não Informada,"Arto Soares
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arto-soares,Arto Soares - cifras e tablaturas | CIFRAS,2021-07-26 17:16:31.202
Não Informada,"Arto Soares
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/soro-silva,https://www.cifras.com.br/soro-silva,2021-07-26 17:16:31.542
Não Informada,"Skumdum
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/skumdum,Skumdum - cifras e tablaturas | CIFRAS,2021-07-26 17:16:32.426
Rock'n Roll,"Arnaldo Antunes
			","
			Rock'n Roll 
			
			
				98 músicas
			
			","
				98 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/149/14809,102950.jpg",https://www.cifras.com.br/arnaldo-antunes,Arnaldo Antunes - cifras e tablaturas | CIFRAS,2021-07-26 17:16:33.409
Não Informada,"Soró Silva
			","
			Não Informada 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sorority-noise,Sorority Noise - cifras e tablaturas | CIFRAS,2021-07-26 17:16:32.684
Não Informada,"Ronaldo Wilson
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronaldo-wilson,Ronaldo Wilson - cifras e tablaturas | CIFRAS,2021-07-26 17:16:33.210
Não Informada,"Arley e Dudu
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arley-e-dudu,Arley e Dudu - cifras e tablaturas | CIFRAS,2021-07-26 17:16:33.687
Não Informada,"Ronaldo Wilson
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronaldo-wilson,Ronaldo Wilson - cifras e tablaturas | CIFRAS,2021-07-26 17:16:33.643
Não Informada,"Arley e Dudu
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arley-e-dudu,Arley e Dudu - cifras e tablaturas | CIFRAS,2021-07-26 17:16:34.261
Não Informada,,,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sky-diggers,Sky Diggers - cifras e tablaturas | CIFRAS,2021-07-26 17:16:33.849
,"Sorry Figure
			","
			Punk Rock 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sorry-figure,Sorry Figure - cifras e tablaturas | CIFRAS,2021-07-26 17:16:33.817
Brasil,"Arthur Nascimento
			","
			Brasil 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arthur-nascimento,Arthur Nascimento - cifras e tablaturas | CIFRAS,2021-07-26 17:16:34.767
,,,,,https://www.cifras.com.br/los-hermanos-laser,Los Hermanos Laser - cifras e tablaturas | CIFRAS,2021-07-26 17:16:35.226
Diversos,"Los Hermanos Toledo
			","
			Diversos 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-hermanos-toledo,Los Hermanos Toledo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:36.500
Não Informada,"Stanislao Marino
			","
			Não Informada 
			
			
				10 músicas
			
			","
				10 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stanislao-marino,Stanislao Marino - cifras e tablaturas | CIFRAS,2021-07-26 17:16:35.769
Não Informada,"Ronivon Pires
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronivon-pires,Ronivon Pires - cifras e tablaturas | CIFRAS,2021-07-26 17:16:36.927
Diversos,"Los Hermanos Toledo
			","
			Diversos 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-hermanos-toledo,Los Hermanos Toledo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:36.743
Não Informada,"Arthur Noronha
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arthur-noronha,Arthur Noronha - cifras e tablaturas | CIFRAS,2021-07-26 17:16:37.194
Não Informada,"Pierre Toledo
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pierre-toledo,Pierre Toledo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:37.634
Não Informada,"Pierre Toledo
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pierre-toledo,Pierre Toledo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:36.772
Diversos,"Los Hermanos Toledo
			","
			Diversos 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-hermanos-toledo,Los Hermanos Toledo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:36.874
Não Informada,"Pierre Toledo
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pierre-toledo,Pierre Toledo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:37.198
Não Informada,"Ava Max
			","
			Não Informada 
			
			
				8 músicas
			
			","
				8 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ava-max,Ava Max - cifras e tablaturas | CIFRAS,2021-07-26 17:16:38.639
Não Informada,"Song Riders
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/song-riders,Song Riders - cifras e tablaturas | CIFRAS,2021-07-26 17:16:38.793
Não Informada,"Artifex Pereo
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/artifex-pereo,Artifex Pereo - cifras e tablaturas | CIFRAS,2021-07-26 17:16:39.501
Rock Alternativo,"Sons And Daughters
			","
			Rock Alternativo 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sons-and-daughters,Sons And Daughters - cifras e tablaturas | CIFRAS,2021-07-26 17:16:39.726
Gospel,"Vozes de Deus
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vozes-de-deus,Vozes de Deus - cifras e tablaturas | CIFRAS,2021-07-26 17:16:40.446
Pop Music,"Pilot
			","
			Pop Music 
			
			
				5 músicas
			
			","
				5 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/7/663,197513.jpg",https://www.cifras.com.br/pilot,Pilot - cifras e tablaturas | CIFRAS,2021-07-26 17:16:41.073
Gospel,"Vozes de Deus
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vozes-de-deus,Vozes de Deus - cifras e tablaturas | CIFRAS,2021-07-26 17:16:40.716
Não Informada,"Ronan Romma
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronan-romma,Ronan Romma - cifras e tablaturas | CIFRAS,2021-07-26 17:16:42.425
Gospel,"Avalanche
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avalanche,Avalanche - cifras e tablaturas | CIFRAS,2021-07-26 17:16:42.534
Não Informada,"Ronan Romma
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronan-romma,Ronan Romma - cifras e tablaturas | CIFRAS,2021-07-26 17:16:42.012
Pop Music,"Pilot
			","
			Pop Music 
			
			
				5 músicas
			
			","
				5 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/7/663,197513.jpg",https://www.cifras.com.br/pilot,Pilot - cifras e tablaturas | CIFRAS,2021-07-26 17:16:41.688
Gaúchas,"Rudy Kestering
			","
			Gaúchas 
			
			
				10 músicas
			
			","
				10 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rudy-kestering,Rudy Kestering - cifras e tablaturas | CIFRAS,2021-07-26 17:16:43.679
Gaúchas,"Rudy Kestering
			","
			Gaúchas 
			
			
				10 músicas
			
			","
				10 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rudy-kestering,Rudy Kestering - cifras e tablaturas | CIFRAS,2021-07-26 17:16:43.025
Gospel,"Avalanche
			",,,,https://www.cifras.com.br/avalanche-city,Avalanche City - cifras e tablaturas | CIFRAS,2021-07-26 17:16:43.403
Gospel,"Aroldo Torres
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/aroldo-torres,Aroldo Torres - cifras e tablaturas | CIFRAS,2021-07-26 17:16:42.560
Gaúchas,"Rudy Kestering
			","
			Gaúchas 
			
			
				10 músicas
			
			","
				10 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rudy-kestering,Rudy Kestering - cifras e tablaturas | CIFRAS,2021-07-26 17:16:44.491
Rock Alternativo,"Pinback
			","
			Rock Alternativo 
			
			
				6 músicas
			
			","
				6 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pinback,Pinback - cifras e tablaturas | CIFRAS,2021-07-26 17:16:45.461
,"Avalanche City
			","
			Diversos 
			
			
				13 músicas
			
			","
				13 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avalanche-city,Avalanche City - cifras e tablaturas | CIFRAS,2021-07-26 17:16:44.689
Rock Alternativo,"Pinback
			","
			Rock Alternativo 
			
			
				6 músicas
			
			","
				6 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pinback,Pinback - cifras e tablaturas | CIFRAS,2021-07-26 17:16:44.819
Pop Music,"VMZ
			","
			Pop Music 
			
			
				64 músicas
			
			","
				64 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vmz,VMZ - cifras e tablaturas | CIFRAS,2021-07-26 17:16:46.423
Não Informada,"Rondalla Embajadores del Rey
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rondalla-embajadores-del-rey,Rondalla Embajadores del Rey - cifras e tablaturas | CIFRAS,2021-07-26 17:16:46.213
Não Informada,"Rondalla Embajadores del Rey
			","
			Não Informada 
			
			
				2 músicas
			
			",,,https://www.cifras.com.br/dweezil-zappa,Dweezil Zappa - cifras e tablaturas | CIFRAS,2021-07-26 17:16:46.675
,,,"
				11 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/717/71628,135978.jpg",https://www.cifras.com.br/voa-dois,Voa Dois - cifras e tablaturas | CIFRAS,2021-07-26 17:16:47.450
Não Informada,"Ruen Brothers
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ruen-brothers,Ruen Brothers - cifras e tablaturas | CIFRAS,2021-07-26 17:16:47.987
Não Informada,"Ave De Rapina
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ave-de-rapina,Ave De Rapina - cifras e tablaturas | CIFRAS,2021-07-26 17:16:49.110
Pop Music,"Aqua Timez
			",,,,https://www.cifras.com.br/aquerles-ascanio,Aquerles Ascanio - cifras e tablaturas | CIFRAS,2021-07-26 17:16:49.420
Não Informada,"Ruen Brothers
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/planet-of-zeus,Planet Of Zeus - cifras e tablaturas | CIFRAS,2021-07-26 17:16:49.127
Pop Music,"Aqua Timez
			","
			Pop Music 
			
			
				10 músicas
			
			","
				10 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/333/33275,19531.jpg",https://www.cifras.com.br/aqua-timez,Aqua Timez - cifras e tablaturas | CIFRAS,2021-07-26 17:16:48.726
Não Informada,"Dylan Sizemore
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dylan-sizemore,Dylan Sizemore - cifras e tablaturas | CIFRAS,2021-07-26 17:16:50.667
Gospel,"Plus Salvation
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/754/75343,57019.jpg",https://www.cifras.com.br/plus-salvation,Plus Salvation - cifras e tablaturas | CIFRAS,2021-07-26 17:16:50.477
Não Informada,"Avila
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avila,Avila - cifras e tablaturas | CIFRAS,2021-07-26 17:16:51.589
Gospel,"Plus Salvation
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/754/75343,57019.jpg",https://www.cifras.com.br/plus-salvation,Plus Salvation - cifras e tablaturas | CIFRAS,2021-07-26 17:16:50.696
,,,,,https://www.cifras.com.br/avine-vinny,https://www.cifras.com.br/avine-vinny,2021-07-26 17:16:52.556
,,,,,https://www.cifras.com.br/avioes-do-forro,https://www.cifras.com.br/avioes-do-forro,2021-07-26 17:16:52.894
Diversos,"Arno Claus
			","
			Diversos 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arno-claus,Arno Claus - cifras e tablaturas | CIFRAS,2021-07-26 17:16:53.246
Gospel,"Planet Shakers
			","
			Gospel 
			
			
				11 músicas
			
			","
				11 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/planet-shakers,Planet Shakers - cifras e tablaturas | CIFRAS,2021-07-26 17:16:53.263
Rock Alternativo,"Skie
			","
			Rock Alternativo 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/skie,Skie - cifras e tablaturas | CIFRAS,2021-07-26 17:16:53.154
Gospel,"Planet Shakers
			","
			Gospel 
			
			
				11 músicas
			
			","
				11 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/planet-shakers,Planet Shakers - cifras e tablaturas | CIFRAS,2021-07-26 17:16:53.492
Rock Alternativo,,,,,https://www.cifras.com.br/skillet,Skillet - cifras e tablaturas | CIFRAS,2021-07-26 17:16:54.743
Não Informada,"Aquiles Maior
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/aquiles-maior,Aquiles Maior - cifras e tablaturas | CIFRAS,2021-07-26 17:16:54.699
Gospel,"Voar
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/voar,Voar - cifras e tablaturas | CIFRAS,2021-07-26 17:16:56.107
Rock'n Roll,"Los Hermanos
			","
			Rock'n Roll 
			
			
				104 músicas
			
			","
				104 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/86/8519,18043.jpg",https://www.cifras.com.br/los-hermanos,Los Hermanos - cifras e tablaturas | CIFRAS,2021-07-26 17:16:56.354
Não Informada,"Pierre Lalonde
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pierre-lalonde,Pierre Lalonde - cifras e tablaturas | CIFRAS,2021-07-26 17:16:56.758
Não Informada,"Pierre Lalonde
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pierre-lalonde,Pierre Lalonde - cifras e tablaturas | CIFRAS,2021-07-26 17:16:56.456
,"Pixies
			","
			
			
				57 músicas
			
			","
				57 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/151/15070,93256.jpg",https://www.cifras.com.br/pixies,Pixies - cifras e tablaturas | CIFRAS,2021-07-26 17:16:57.112
Gospel,"Vocal Cantico Celeste
			","
			Gospel 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vocal-cantico-celeste,Vocal Cantico Celeste - cifras e tablaturas | CIFRAS,2021-07-26 17:16:58.955
Não Informada,"Ruel
			","
			Não Informada 
			
			
				8 músicas
			
			","
				8 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ruel,Ruel - cifras e tablaturas | CIFRAS,2021-07-26 17:17:00.839
Não Informada,"StandUp
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/standup,StandUp - cifras e tablaturas | CIFRAS,2021-07-26 17:17:01.540
Gospel,"Vocal e Cia
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vocal-e-cia,Vocal e Cia - cifras e tablaturas | CIFRAS,2021-07-26 17:17:01.870
Não Informada,"StandUp
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/standup,StandUp - cifras e tablaturas | CIFRAS,2021-07-26 17:17:02.356
Não Informada,"Solitude Aeturnus
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/solitude-aeturnus,Solitude Aeturnus - cifras e tablaturas | CIFRAS,2021-07-26 17:17:02.623
Não Informada,"Rui Almeida
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rui-almeida,Rui Almeida - cifras e tablaturas | CIFRAS,2021-07-26 17:17:04.642
Pop Music,"Avalanch
			","
			Pop Music 
			
			
				33 músicas
			
			","
				33 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/105/10403,203619.jpg",https://www.cifras.com.br/avalanch,Avalanch - cifras e tablaturas | CIFRAS,2021-07-26 17:17:05.668
Punk Rock,"Plus-44
			","
			Punk Rock 
			
			
				21 músicas
			
			","
				21 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/287/28656,178671.jpg",https://www.cifras.com.br/plus-44,Plus-44 - cifras e tablaturas | CIFRAS,2021-07-26 17:17:05.201
,,,"
				4 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/2/166,133505.jpg",https://www.cifras.com.br/average-white-band,Average White Band - cifras e tablaturas | CIFRAS,2021-07-26 17:17:06.893
Gospel,"Solk
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/solk,Solk - cifras e tablaturas | CIFRAS,2021-07-26 17:17:06.948
Não Informada,"Vitor S
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-s,Vitor S - cifras e tablaturas | CIFRAS,2021-07-26 17:17:08.363
Não Informada,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-santos,Vitor Santos - cifras e tablaturas | CIFRAS,2021-07-26 17:17:09.446
Não Informada,"Los Puntos
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-puntos,Los Puntos - cifras e tablaturas | CIFRAS,2021-07-26 17:17:11.658
Não Informada,"Vitor Tinti
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-tinti,Vitor Tinti - cifras e tablaturas | CIFRAS,2021-07-26 17:17:11.376
Não Informada,"Avi Buffalo
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avi-buffalo,Avi Buffalo - cifras e tablaturas | CIFRAS,2021-07-26 17:17:11.260
