artista,estilo_musical,qnt_musicas,thumbnail,link_cifras,pais
Luan Santana,Sertanejo,194.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/391/39017,226200.jpg",https://www.cifras.com.br/luan-santana,Brasil
Arsenic,Rock Alternativo,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/48/4792,208825.jpg",https://www.cifras.com.br/arsenic,Brasil
Luan Stankowich,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luan-stankowich,Brasil
Lucas Trevizan,Pop Music,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-trevizan,Brasil
Lucas Trevizan,Pop Music,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-trevizan,Brasil
Lucaz,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucaz,Brasil
Axados e Perdidos,Rock Alternativo,13.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/336/33550,205429.jpg",https://www.cifras.com.br/axados-e-perdidos,Brasil
Lucca e João Pedro,Não Informada,7.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-e-joao-pedro,Brasil
Lucca e Roberto,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-e-roberto,Brasil
Pr. Daniel,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pr-daniel,Brasil
Lucely Uchôa,Diversos,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/859/85869,194915.jpg",https://www.cifras.com.br/lucely-uchoa,Brasil
Pr. Fabiano Motta,Gospel,10.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pr-fabiano-motta,Brasil
Lucca Venuci,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-venuci,Brasil
Lucas Viana,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-viana,Brasil
Lucas Chung,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-chung,Brasil
Luccas Araújo,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luccas-araujo,Brasil
Suricato,Não Informada,25.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/suricato,Brasil
Lumus,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lumus,Brasil
Lumus,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lumus,Brasil
Rosildo Oliveira,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rosildo-oliveira,Brasil
SURR,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/surr,Brasil
Lucas Velloso,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-velloso,Brasil
Susana Félix,Diversos,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/susana-felix,Brasil
Lucca & Mateus,Sertanejo,19.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-mateus,Brasil
Arcanova,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arcanova,Brasil
Luis Henrique,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-henrique,Brasil
Luis Henrique,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-henrique,Brasil
Luis Fernando Santana,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-fernando-santana,Brasil
Produtor Romario,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/produtor-romario,Brasil
Lucass Mohr,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucass-mohr,Brasil
Lucass Mohr,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucass-mohr,Brasil
Luis Henrique Dos Santos,Católicas,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-henrique-dos-santos,Brasil
Luis Henrique Dos Santos,Católicas,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-henrique-dos-santos,Brasil
Luis Heitor,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-heitor,Brasil
Profile,Rock'n Roll,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/profile,Brasil
Luis Heitor,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-heitor,Brasil
Praviver Worship,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/praviver-worship,Brasil
Luis Fernando Araújo,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-fernando-araujo,Brasil
Luccas Maia,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luccas-maia,Brasil
Rosi Oliveira,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rosi-oliveira,Brasil
Profetinha,Rock Alternativo,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/profetinha,Brasil
Lucas Veloso,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-veloso,Brasil
Lucas Veloso,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-veloso,Brasil
Luís Felipe Barbedo,Católicas,12.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-felipe-barbedo,Brasil
Produção Musical,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/producao-musical,Brasil
Rosivaldo Russo,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rosivaldo-russo,Brasil
Luís Piçarra,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-picarra,Brasil
Rossandro Klinjey,Espíritas,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rossandro-klinjey,Brasil
Louro Santos e o Forró da Malagueta,Forró,12.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/233/23291,64041.jpg",https://www.cifras.com.br/louro-santos-e-o-forro-da-malagueta,Brasil
Luis Mesquita,Sertanejo,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-mesquita,Brasil
Luis Mesquita,Sertanejo,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-mesquita,Brasil
Louro Santos e o Forró da Malagueta,Forró,12.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/233/23291,64041.jpg",https://www.cifras.com.br/louro-santos-e-o-forro-da-malagueta,Brasil
Luís Paulo Hemmer,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-paulo-hemmer,Brasil
Professor Pitoco,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/professor-pitoco,Brasil
Professor Pitoco,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/professor-pitoco,Brasil
Professor Pitoco,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/professor-pitoco,Brasil
Produto Nacional,Não Informada,5.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/produto-nacional,Brasil
Steven Universo,Não Informada,67.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/steven-universo,Brasil
Luis Mendes Junior,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-mendes-junior,Brasil
Luis Mauro,Não Informada,10.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-mauro,Brasil
Luis Mauro,Não Informada,10.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-mauro,Brasil
Luis Marcelo e Gabriel,Sertanejo,16.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/911/91011,226434.png",https://www.cifras.com.br/luis-marcelo-e-gabriel,Brasil
Sr.Coronel,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/srcoronel,Brasil
Sr.Coronel,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/srcoronel,Brasil
Any Gabrielly,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/any-gabrielly,Brasil
Povo da Aliança,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/povo-da-alianca,Brasil
Povo da Aliança,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/povo-da-alianca,Brasil
Sr. Bamba,Não Informada,22.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sr-bamba,Brasil
Luan Soutto,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luan-soutto,Brasil
Suerte,Reggae,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/suerte,Brasil
Purple Dog,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/purple-dog,Brasil
Purple Dog,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/purple-dog,Brasil
Suellenn Glaycy,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/suellenn-glaycy,Brasil
Poeta e Trovador,Sertanejo,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/poeta-e-trovador,Brasil
Pr. Gilmar Brito,Não Informada,33.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/487/48687,45315.jpg",https://www.cifras.com.br/pr-gilmar-brito,Brasil
Pr. Marcelo Coutinho,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pr-marcelo-coutinho,Brasil
Avivah Reggae,Não Informada,5.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avivah-reggae,Brasil
Voraz Oficial,Não Informada,8.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/voraz-oficial,Brasil
Susan Guimarães,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/susan-guimaraes,Brasil
Lucas e Diogo,Não Informada,6.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/894/89307,201835.jpg",https://www.cifras.com.br/lucas-e-diogo,Brasil
Vítor d´Avila,Pop Music,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-davila,Brasil
Luno,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luno,Brasil
Lucas e Felipe,Sertanejo,7.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/879/87826,214052.jpg",https://www.cifras.com.br/lucas-e-felipe,Brasil
Lucca e Juann,Não Informada,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-e-juann,Brasil
Lucas Zanirati,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-zanirati,Brasil
Lucca e Leandro,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-e-leandro,Brasil
Lucca e Leandro,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucca-e-leandro,Brasil
Ruben Luz,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ruben-luz,Brasil
Ruben Luz,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ruben-luz,Brasil
Luccas Rufato,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luccas-rufato,Brasil
Lucas Vian,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-vian,Brasil
Ari Sousa,Não Informada,12.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ari-sousa,Brasil
Lucia Helena Weiss,Gospel,7.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucia-helena-weiss,Brasil
Lucas e Aurélio,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-e-aurelio,Brasil
Luciana,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciana,Brasil
Luciana Pardo,Brasil,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciana-pardo,Brasil
Lucas e Banda,Gospel,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-e-banda,Brasil
Rosivaldo de Araujo,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rosivaldo-de-araujo,Brasil
Solimar Cigano,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/solimar-cigano,Brasil
Surto Psicótico,Não Informada,3.0,,https://www.cifras.com.br/surto-psicotico,Brasil
Los Sebozos Postizoa,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-sebozos-postizoa,Brasil
Luciana Pires,Não Informada,1.0,,https://www.cifras.com.br/luciana-pires,Brasil
Lucas e Bertland,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-e-bertland,Brasil
Lúcia Moniz,Não Informada,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/125/12497,88595.jpg",https://www.cifras.com.br/lucia-moniz,Brasil
Susana Baca,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/susana-baca,Brasil
Lucianinho,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucianinho,Brasil
Stenio Moura,Não Informada,9.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stenio-moura,Brasil
Luis Marques,Novelas,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-marques,Brasil
Luis Marques,Novelas,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-marques,Brasil
Luciana Mello,Pop Music,29.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/165/16470,89954.jpg",https://www.cifras.com.br/luciana-mello,Brasil
Luís Pavan,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-pavan,Brasil
Luís Pavan,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-pavan,Brasil
Luciane Amorim,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciane-amorim,Brasil
Lúcia Menezes,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucia-menezes,Brasil
Lucia Santos,Gospel,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucia-santos,Brasil
Luciana Leal,Gospel,3.0,,https://www.cifras.com.br/luciana-leal,Brasil
Luciana Radamés,Gospel,2.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/688/68742,39950.jpg",https://www.cifras.com.br/luciana-radames,Brasil
Lucia Lima,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucia-lima,Brasil
Luciana Antunes,Gospel,9.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/904/90300,215386.jpg",https://www.cifras.com.br/luciana-antunes,Brasil
Luciana Pestano,Rock'n Roll,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciana-pestano,Brasil
Lucía Severino,Rock'n Roll,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucia-severino,Brasil
Luciana Nascimento,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciana-nascimento,Brasil
Lucianinho Dos Teclados,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucianinho-dos-teclados,Brasil
Lucianinho Dos Teclados,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucianinho-dos-teclados,Brasil
Luciano Claw,Gospel,15.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/433/43241,139727.jpg",https://www.cifras.com.br/luciano-claw,Brasil
Luciano Bruno Neves,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-bruno-neves,Brasil
Luciano Collares,Não Informada,28.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-collares,Brasil
Luciano Bahia,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-bahia,Brasil
Lucianno Santana,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucianno-santana,Brasil
Luciano Caseiro,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-caseiro,Brasil
Luciano Araujo,Gospel,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-araujo,Brasil
Luciano Camargo,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-camargo,Brasil
Luciano Abruzez,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-abruzez,Brasil
Luciano Barros,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-barros,Brasil
Luciano Bilu,Rock Grunge,5.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-bilu,Brasil
Luciano Candeias,Rock Grunge,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-candeias,Brasil
Luciano Carvalho,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-carvalho,Brasil
Luciano Carvalho,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-carvalho,Brasil
Luciano Manga,Gospel,8.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/207/20681,178167.jpg",https://www.cifras.com.br/luciano-manga,Brasil
Luciano Khalil,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-khalil,Brasil
https://www.cifras.com.br/luciano-henrique,Gospel,1.0,,https://www.cifras.com.br/luciano-henrique,Brasil
Luciano Moreira Mendes,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-moreira-mendes,Brasil
ATOS 29,Gospel,10.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/atos-29,Brasil
Luciano Magno,Opera,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-magno,Brasil
Luciano Guarise,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-guarise,Brasil
Povo da Montanha,Eletrônica,4.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/755/75425,175797.png",https://www.cifras.com.br/povo-da-montanha,Brasil
Luciano lemos,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-lemos,Brasil
Luciano Maia,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-maia,Brasil
Atrium,Gospel,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/atrium,Brasil
Audizio Cruz,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/audizio-cruz,Brasil
Luciano Mattos,Não Informada,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/920/91919,215074.jpg",https://www.cifras.com.br/luciano-mattos,Brasil
Luciano Mello,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-mello,Brasil
Luciano Nassyn,Punk Rock,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luciano-nassyn,Brasil
Púrpura,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/purpura,Brasil
Luana Camarah,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luana-camarah,Brasil
Puro Axé,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/puro-axe,Brasil
Puro Axé,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/puro-axe,Brasil
Arritmia do Samba,Samba e Pagode,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arritmia-do-samba,Brasil
Arsenal,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arsenal,Brasil
Stardust,Não Informada,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/832/83185,146264.jpg",https://www.cifras.com.br/stardust,Brasil
Avivamento Bíblico,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/avivamento-biblico,Brasil
Star Pianist,Gospel,5.0,,https://www.cifras.com.br/star-pianist,Brasil
Axé Bahia,Axé Music,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/54/5336,220960.png",https://www.cifras.com.br/axe-bahia,Brasil
Pr. Sóstenes Mendes,Axé Music,3.0,,https://www.cifras.com.br/pr-sostenes-mendes,Brasil
Luneta Mágica,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luneta-magica,Brasil
Lupe de Lupe,Gospel,9.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lupe-de-lupe,Brasil
Lupe de Lupe,Gospel,9.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lupe-de-lupe,Brasil
Lupe Duailibe,MPB,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lupe-duailibe,Brasil
Lupe Duailibe,MPB,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lupe-duailibe,Brasil
Lurhan e Marcos,Sertanejo,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lurhan-e-marcos,Brasil
Ayakayô,Reggae,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ayakayo,Brasil
Lura,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lura,Brasil
Axerife,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/axerife,Brasil
Solveris,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/solveris,Brasil
Luscah,Latinas,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luscah,Brasil
Pr. Xisto,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pr-xisto,Brasil
Lutty Santos,Não Informada,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lutty-santos,Brasil
Lucas e Débora,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-e-debora,Brasil
Som da Paz,Gospel,27.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/som-da-paz,Brasil
Pr. Roberto Cruz de Brito,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pr-roberto-cruz-de-brito,Brasil
Ruben Aguiar,Gospel,27.0,,https://www.cifras.com.br/ruben-aguiar,Brasil
Vitor Almeida de Oliveira,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-almeida-de-oliveira,Brasil
Luth,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luth,Brasil
Luis Melodia,MPB,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-melodia,Brasil
Pray for the Pipes,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pray-for-the-pipes,Brasil
Susanne Stersi,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/susanne-stersi,Brasil
Susanne Stersi,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/susanne-stersi,Brasil
Luís Roquette,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-roquette,Brasil
Pré-Histórica,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pre-historica,Brasil
Pré-Histórica,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pre-historica,Brasil
Luís Vagner,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-vagner,Brasil
Luís Severo,Não Informada,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luis-severo,Brasil
Luisa Arantes,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-arantes,Brasil
Luisa Cunha,Pop Music,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-cunha,Brasil
Luisa Cunha,Pop Music,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-cunha,Brasil
Luisa Doné,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-done,Brasil
Luísa Sonza,Não Informada,14.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/1224/122387,226380.jpg",https://www.cifras.com.br/luisa-sonza,Brasil
Luísa Maita,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-maita,Brasil
Luísa Maita,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-maita,Brasil
Luísa Sobral,Não Informada,12.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-sobral,Brasil
Luísa Juskow,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luisa-juskow,Brasil
Luiz Caldas,Não Informada,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/luiz-caldas,Brasil
